Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Month No.,Product name2
CA-2018-130141,22-10-2018,24-10-2018,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,4,0.2,-28.9568,2018,Oct,10,Office Star - Ergono
CA-2016-147501,02-08-2016,06-08-2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2,0.2,2.1492,2016,Aug,8,Ibico Presentation I
CA-2016-147501,02-08-2016,06-08-2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88,2016,Aug,8,Okidata C331dn Print
CA-2017-143910,12-08-2017,16-08-2017,Standard Class,BC-11125,Becky Castell,Home Office,United States,New York City,New York,10011,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2,0.1,-8.098,2017,Aug,8,Global Geo Office Ta
CA-2015-146885,30-05-2015,05-06-2015,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,3,0,6.129,2015,May,5,Ampad Poly Cover Wir
CA-2017-139556,26-04-2017,01-05-2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,10009,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,0.1,62.7822,2017,Apr,4,Office Star - Mid Ba
CA-2018-129357,14-05-2018,19-05-2018,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,9,0,206.8893,2018,May,5,Xerox 1917
CA-2018-129357,14-05-2018,19-05-2018,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,5,0,1.932,2018,May,5,Martin-Yale Premier 
CA-2018-150987,08-04-2018,12-04-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,0,114.9385,2018,Apr,4,Xerox 1891
CA-2018-150987,08-04-2018,12-04-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,4,0,97.88,2018,Apr,4,Xerox 1942
CA-2018-132647,17-02-2018,23-02-2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,5.7624,2018,Feb,2,Adams Telephone Mess
CA-2018-132647,17-02-2018,23-02-2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,5,0,39.948,2018,Feb,2,Fellowes Bases and T
CA-2018-159107,24-06-2018,26-06-2018,Second Class,KT-16480,Kean Thornton,Consumer,United States,San Francisco,California,94110,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,0,1.3536,2018,Jun,6,Acco Banker's Clasps
CA-2015-160738,05-05-2015,10-05-2015,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592,2015,May,5,Eldon Portable Mobil
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2,0.2,14.2272,2016,May,5,Sanford Prismacolor 
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,6.5164,2016,May,5,Holmes Replacement F
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,2.8884,2016,May,5,Xerox 1897
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,7,0.2,2.0475,2016,May,5,Bravo II Megaboss 12
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,3,0.2,-0.3444,2016,May,5,SanDisk Cruzer 16 GB
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,0.3,-36.1764,2016,May,5,Global Leather Highb
CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,3,0.2,-9.594,2016,May,5,Fellowes Bankers Box
CA-2017-111409,18-09-2017,22-09-2017,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3,1,0.2,1.05,2017,Sep,9,Avery 480
CA-2017-116232,22-09-2017,26-09-2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,9,0.7,-6.0048,2017,Sep,9,Acco Suede Grain Vin
CA-2017-116232,22-09-2017,26-09-2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,2,0.2,5.796,2017,Sep,9,Avery Address/Shippi
CA-2017-116547,10-01-2017,17-01-2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0,34.3656,2017,Jan,1,24-Hour Round Wall C
CA-2017-116547,10-01-2017,17-01-2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.2962,2017,Jan,1,Logitech Media Keybo
US-2018-133200,06-05-2018,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,0.8,-18.802,2018,May,5,Avery Durable Poly B
US-2018-133200,06-05-2018,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,7,0.32,-119.1918,2018,May,5,Sauder Mission Libra
US-2018-133200,06-05-2018,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5,0.2,-57.951,2018,May,5,Fellowes Staxonsteel
CA-2017-133550,31-07-2017,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,4,0.1,72.358,2017,Jul,7,Honeywell Quietcare 
CA-2017-133550,31-07-2017,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,4,0,165.3496,2017,Jul,7,ClearOne Communicati
CA-2017-133550,31-07-2017,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,0,33.3172,2017,Jul,7,Polycom SoundPoint P
CA-2017-133550,31-07-2017,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0,30.0234,2017,Jul,7,Eldon ClusterMat Cha
CA-2018-139416,27-03-2018,29-03-2018,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,2,0.2,1.5008,2018,Mar,3,Eldon Expressions Pu
CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672,2015,Mar,3,GBC Wire Binding Com
CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,2015,Mar,3,Carina Double Wide M
CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,12,0,6.624,2015,Mar,3,Imation 30456 USB Fl
CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,5.7672,2015,Mar,3,Staple magnet
CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,0.2,20.1656,2015,Mar,3,Premium Transparent 
CA-2017-169215,14-07-2017,18-07-2017,Second Class,RE-19450,Richard Eichhorn,Consumer,United States,Auburn,New York,13021,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,9,0,13.3245,2017,Jul,7,Acco Hot Clips Clips
CA-2017-127698,01-12-2017,01-12-2017,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,9,0.2,86.3928,2017,Dec,12,Jabra Supreme Plus D
CA-2017-159912,29-08-2017,03-09-2017,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,0.4,-56.448,2017,Aug,8,"Barricks 18"" x 48"" N"
CA-2017-159912,29-08-2017,03-09-2017,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,0.5,-81.94,2017,Aug,8,O'Sullivan 5-Shelf H
CA-2017-159912,29-08-2017,03-09-2017,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,0.7,-2.7888,2017,Aug,8,Fellowes Black Plast
CA-2017-159912,29-08-2017,03-09-2017,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,-2.3814,2017,Aug,8,Revere Boxed Rubber 
CA-2017-101987,24-06-2017,30-06-2017,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Richmond,Indiana,47374,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,440.91,9,0,123.4548,2017,Jun,6,Panasonic KX TS208W 
US-2018-154851,30-03-2018,03-04-2018,Standard Class,BP-11155,Becky Pak,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625,2018,Mar,3,Acco Pressboard Cove
CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936,2015,Dec,12,Computer Room Manger
CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,3,0.2,21.5928,2015,Dec,12,Logitech 910-002974 
CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.352,3,0.2,-42.4116,2015,Dec,12,Global Low Back Tilt
CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,5,0.2,77.672,2015,Dec,12,Xerox 1888
CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,2,0.2,2.64,2015,Dec,12,Xerox 1954
US-2016-138121,17-12-2016,17-12-2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0,14.4648,2016,Dec,12,GBC Plastic Binding 
US-2016-138121,17-12-2016,17-12-2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,3,0,48.4704,2016,Dec,12,Hon Valutask Swivel 
US-2016-138121,17-12-2016,17-12-2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0,38.4372,2016,Dec,12,Harbour Creations 67
US-2016-138121,17-12-2016,17-12-2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0,136.665,2016,Dec,12,Global Value Steno C
US-2016-138121,17-12-2016,17-12-2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0,14.8491,2016,Dec,12,"Tenex Carpeted, Gran"
CA-2018-140298,11-05-2018,17-05-2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,5.248,2,0.2,0.5904,2018,May,5,Newell 348
CA-2018-140298,11-05-2018,17-05-2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.416,2,0.2,-14.8832,2018,May,5,Safco Commercial She
CA-2018-140298,11-05-2018,17-05-2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,6.848,2,0.2,2.14,2018,May,5,Xerox 1927
CA-2018-140298,11-05-2018,17-05-2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,-6.9965,2018,May,5,Telescoping Adjustab
CA-2017-166240,24-06-2017,28-06-2017,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Houston,Texas,77095,Central,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,2,0.8,-19.602,2017,Jun,6,Holmes HEPA Air Puri
CA-2017-158435,17-05-2017,18-05-2017,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,0,18.8993,2017,May,5,Acme Forged Steel Sc
CA-2017-158435,17-05-2017,18-05-2017,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714,2017,May,5,Avery 519
CA-2017-158435,17-05-2017,18-05-2017,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0,17.324,2017,May,5,Eldon Advantage Chai
CA-2018-138149,29-06-2018,30-06-2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2018,Jun,6,GBC DocuBind TL200 M
CA-2018-138149,29-06-2018,30-06-2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0,39.213,2018,Jun,6,Trav-L-File Heavy-Du
CA-2018-138149,29-06-2018,30-06-2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,2,0,3.0368,2018,Jun,6,Newell 328
CA-2018-138149,29-06-2018,30-06-2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316,2018,Jun,6,Enermax Briskie RF W
CA-2015-112403,31-03-2015,31-03-2015,Same Day,JO-15280,Jas O'Carroll,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,1,0.7,-0.5964,2015,Mar,3,Avery Round Ring Pol
CA-2015-108273,16-12-2015,21-12-2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7,0.2,12.7008,2015,Dec,12,Xerox 224
CA-2015-108273,16-12-2015,21-12-2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,2,0.6,-74.9526,2015,Dec,12,"Tenex Carpeted, Gran"
CA-2018-121643,18-05-2018,20-05-2018,First Class,AB-10105,Adrian Barton,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.7792,2018,May,5,Aastra 6757i CT Wire
US-2016-122910,12-05-2016,16-05-2016,Standard Class,LT-16765,Larry Tron,Consumer,United States,Louisville,Colorado,80027,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584,2016,May,5,VTech DS6151
CA-2018-143126,03-12-2018,07-12-2018,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2,0,88.7332,2018,Dec,12,Bevis Oval Conferenc
CA-2016-129042,12-12-2016,17-12-2016,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,3,0,2.2194,2016,Dec,12,Rogers Handheld Barr
CA-2016-109736,10-10-2016,11-10-2016,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.7728,2016,Oct,10,Xerox 1894
CA-2016-142601,18-04-2016,20-04-2016,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717,2016,Apr,4,Tennsco Stur-D-Stor 
CA-2016-142601,18-04-2016,20-04-2016,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2,0,27.882,2016,Apr,4,Xerox 19
CA-2015-106229,07-06-2015,11-06-2015,Second Class,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,3,0.5,-209.7693,2015,Jun,6,Bevis Round Conferen
US-2018-135230,01-09-2018,07-09-2018,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58,1,0,2.9562,2018,Sep,9,Staples in misc. col
CA-2017-159653,22-05-2017,22-05-2017,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,30605,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,3,0,7.2177,2017,May,5,Avery 493
CA-2017-131968,11-11-2017,15-11-2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2,0.7,-6.9216,2017,Nov,11,Ibico Standard Trans
CA-2017-131968,11-11-2017,15-11-2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,3,0.2,50.3658,2017,Nov,11,Sanyo 2.5 Cubic Foot
CA-2015-119151,25-11-2015,29-11-2015,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896,2015,Nov,11,Tennsco Snap-Togethe
CA-2015-119151,25-11-2015,29-11-2015,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,3,0.2,-37.9434,2015,Nov,11,Sauder Camden County
CA-2015-123323,07-11-2015,12-11-2015,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,7,0.2,46.179,2015,Nov,11,Wilson Jones Legal S
CA-2017-124681,18-07-2017,23-07-2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,3,0.2,3.3099,2017,Jul,7,SanDisk Cruzer 4 GB 
US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,6,0,99.9408,2016,Mar,3,Xerox 1880
US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,3,0,4.5402,2016,Mar,3,Tops Wirebound Messa
US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0,20.7675,2016,Mar,3,Memorex Froggy Flash
US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3,0,9.5616,2016,Mar,3,G.E. Longer-Life Ind
CA-2017-120530,07-04-2017,12-04-2017,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,0.1,146.388,2017,Apr,4,Hon Deluxe Fabric Up
CA-2016-155054,13-06-2016,19-06-2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822,2016,Jun,6,ACCOHIDE 3-Ring Bind
CA-2016-155054,13-06-2016,19-06-2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2,0,13.428,2016,Jun,6,Recycled Easel Ring 
CA-2016-155054,13-06-2016,19-06-2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2,0,14.9556,2016,Jun,6,Lenovo 17-Key USB Nu
CA-2016-105725,18-02-2016,24-02-2016,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.0876,2016,Feb,2,Avery 4027 File Fold
